File: CAP_5_00_00_13_53_56.bin  (131072 bytes, 131072 samples)

   Index   Dec   Hex         Bin
     637    68    44  01000100
     638    68    44  01000100
     639    69    45  01000101
     640    68    44  01000100
     641    68    44  01000100
     642    68    44  01000100
     643    69    45  01000101
     644    68    44  01000100
     645    68    44  01000100
     646    68    44  01000100
     647    69    45  01000101
     648    68    44  01000100
     649    68    44  01000100
     650    68    44  01000100
     651    69    45  01000101
     652    68    44  01000100
     653    68    44  01000100
     654    68    44  01000100
     655    69    45  01000101
     656    68    44  01000100
     657    68    44  01000100
     658    68    44  01000100
     659    69    45  01000101
     660    68    44  01000100
     661    68    44  01000100
     662    68    44  01000100
     663    69    45  01000101
     664    68    44  01000100
     665    68    44  01000100
     666    68    44  01000100
     667    69    45  01000101
     668    68    44  01000100
     669    68    44  01000100
     670    68    44  01000100
     671    69    45  01000101
     672    68    44  01000100
     673    68    44  01000100
     674    68    44  01000100
     675    69    45  01000101
     676    68    44  01000100
     677    68    44  01000100
     678    68    44  01000100
     679    69    45  01000101
     680    68    44  01000100
     681    68    44  01000100
     682    68    44  01000100
     683    69    45  01000101
     684    68    44  01000100
     685    68    44  01000100
     686    68    44  01000100
     687    68    44  01000100
     688    68    44  01000100
     689    68    44  01000100
     690    68    44  01000100
     691    69    45  01000101
     692    68    44  01000100
     693    68    44  01000100
     694    68    44  01000100
     695    68    44  01000100
     696    68    44  01000100
     697    68    44  01000100
     698    68    44  01000100
     699    69    45  01000101
     700    68    44  01000100
     701    68    44  01000100
     702    68    44  01000100
     703    69    45  01000101
     704    68    44  01000100
     705    68    44  01000100
     706    68    44  01000100
     707    69    45  01000101
     708    68    44  01000100
     709    68    44  01000100
     710    68    44  01000100
     711    68    44  01000100
     712    68    44  01000100
     713    68    44  01000100
     714    68    44  01000100
     715    69    45  01000101
     716    68    44  01000100
     717    68    44  01000100
     718    68    44  01000100
     719    69    45  01000101
     720    68    44  01000100
     721    68    44  01000100
     722    68    44  01000100
     723    69    45  01000101
     724    68    44  01000100
     725    68    44  01000100
     726    68    44  01000100
     727    69    45  01000101
     728    68    44  01000100
     729    68    44  01000100
     730    68    44  01000100
     731    69    45  01000101
     732    68    44  01000100
     733    68    44  01000100
     734    68    44  01000100
     735    69    45  01000101
     736    68    44  01000100
     737    68    44  01000100
     738    68    44  01000100
     739    69    45  01000101
     740    68    44  01000100
     741    68    44  01000100
     742    68    44  01000100
     743    68    44  01000100
     744    68    44  01000100
     745    68    44  01000100
     746    68    44  01000100
     747    69    45  01000101
     748    68    44  01000100
     749    68    44  01000100
     750    68    44  01000100
     751    69    45  01000101
     752    68    44  01000100
     753    68    44  01000100
     754    68    44  01000100
     755    69    45  01000101
     756    68    44  01000100
     757    68    44  01000100
     758    68    44  01000100
     759    69    45  01000101
     760    68    44  01000100
     761    68    44  01000100
     762    68    44  01000100
     763    69    45  01000101
     764    68    44  01000100
     765    68    44  01000100
     766    68    44  01000100
     767    68    44  01000100
     768    68    44  01000100
     769    68    44  01000100
     770    68    44  01000100
     771    69    45  01000101
     772    68    44  01000100
     773    68    44  01000100
     774    68    44  01000100
     775    68    44  01000100
     776    68    44  01000100
     777    68    44  01000100
     778    68    44  01000100
     779    69    45  01000101
     780    68    44  01000100
     781    68    44  01000100
     782    68    44  01000100
     783    68    44  01000100
     784    68    44  01000100
     785    68    44  01000100
     786    68    44  01000100
     787    69    45  01000101
     788    68    44  01000100
     789    68    44  01000100
     790    68    44  01000100
     791    69    45  01000101
     792    68    44  01000100
     793    68    44  01000100
     794    68    44  01000100
     795    69    45  01000101
     796    68    44  01000100
     797    68    44  01000100
     798    68    44  01000100
     799    69    45  01000101
     800    68    44  01000100
     801    68    44  01000100
     802    68    44  01000100
     803    69    45  01000101
     804    68    44  01000100
     805    68    44  01000100
     806    68    44  01000100
     807    68    44  01000100
     808    68    44  01000100
     809    68    44  01000100
     810    68    44  01000100
     811    69    45  01000101
     812    68    44  01000100
     813    68    44  01000100
     814    68    44  01000100
     815    69    45  01000101
     816    68    44  01000100
     817    68    44  01000100
     818    68    44  01000100
     819    69    45  01000101
     820    68    44  01000100
     821    68    44  01000100
     822    68    44  01000100
     823    69    45  01000101
     824    68    44  01000100
     825    68    44  01000100
     826    68    44  01000100
     827    69    45  01000101
     828    68    44  01000100
     829    68    44  01000100
     830    68    44  01000100
     831    68    44  01000100
     832    68    44  01000100
     833    68    44  01000100
     834    68    44  01000100
     835    69    45  01000101
     836    68    44  01000100
     837    68    44  01000100
     838    68    44  01000100
     839    69    45  01000101
     840    68    44  01000100
     841    68    44  01000100
     842    68    44  01000100
     843    69    45  01000101
     844    68    44  01000100
     845    68    44  01000100
     846    68    44  01000100
     847    69    45  01000101
     848    68    44  01000100
     849    68    44  01000100
     850    68    44  01000100
     851    69    45  01000101
     852    68    44  01000100
     853    68    44  01000100
     854    68    44  01000100
     855    69    45  01000101
     856    68    44  01000100
     857    68    44  01000100
     858    68    44  01000100
     859    69    45  01000101
     860    68    44  01000100
     861    68    44  01000100
     862    68    44  01000100
     863    69    45  01000101
     864    68    44  01000100
     865    68    44  01000100
     866    68    44  01000100
     867    69    45  01000101
     868    68    44  01000100
     869    68    44  01000100
     870    68    44  01000100
     871    69    45  01000101
     872    68    44  01000100
     873    68    44  01000100
     874    68    44  01000100
     875    69    45  01000101
     876    68    44  01000100
     877    68    44  01000100
     878    68    44  01000100
     879    68    44  01000100
     880    68    44  01000100
     881    68    44  01000100
     882    68    44  01000100
     883    69    45  01000101
     884    68    44  01000100
     885    68    44  01000100
     886    68    44  01000100
     887    69    45  01000101
     888    68    44  01000100
     889    68    44  01000100
     890    68    44  01000100
     891    69    45  01000101
     892    68    44  01000100
     893    68    44  01000100
     894    68    44  01000100
     895    69    45  01000101
     896    68    44  01000100
     897    68    44  01000100
     898    68    44  01000100
     899    69    45  01000101
     900    68    44  01000100
     901    68    44  01000100
     902    68    44  01000100
     903    69    45  01000101
     904    68    44  01000100
     905    68    44  01000100
     906    68    44  01000100
     907    69    45  01000101
     908    68    44  01000100
     909    68    44  01000100
     910    68    44  01000100
     911    68    44  01000100
     912    68    44  01000100
     913    68    44  01000100
     914    68    44  01000100
     915    69    45  01000101
     916    68    44  01000100
     917    68    44  01000100
     918    68    44  01000100
     919    69    45  01000101
     920    68    44  01000100
     921    68    44  01000100
     922    68    44  01000100
     923    69    45  01000101
     924    68    44  01000100
     925    68    44  01000100
     926    68    44  01000100
     927    69    45  01000101
     928    68    44  01000100
     929    68    44  01000100
     930    68    44  01000100
     931    69    45  01000101
     932    68    44  01000100
     933    68    44  01000100
     934    68    44  01000100
     935    68    44  01000100
     936    68    44  01000100
     937    68    44  01000100
     938    68    44  01000100
     939    69    45  01000101
     940    68    44  01000100
     941    68    44  01000100
     942    68    44  01000100
     943    69    45  01000101
     944    68    44  01000100
     945    68    44  01000100
     946    68    44  01000100
     947    69    45  01000101
     948    68    44  01000100
     949    68    44  01000100
     950    68    44  01000100
     951    69    45  01000101
     952    68    44  01000100
     953    68    44  01000100
     954    68    44  01000100
     955    69    45  01000101
     956    68    44  01000100
     957    68    44  01000100
     958    68    44  01000100
     959    69    45  01000101
     960    68    44  01000100
     961    68    44  01000100
     962    68    44  01000100
     963    69    45  01000101
     964    68    44  01000100
     965    68    44  01000100
     966    68    44  01000100
     967    69    45  01000101
     968    68    44  01000100
     969    68    44  01000100
     970    68    44  01000100
     971    69    45  01000101
     972    68    44  01000100
     973    68    44  01000100
     974    68    44  01000100
     975    69    45  01000101
     976    68    44  01000100
     977    68    44  01000100
     978    68    44  01000100
     979    69    45  01000101
     980    68    44  01000100
     981    68    44  01000100
     982    68    44  01000100
     983    69    45  01000101
     984    68    44  01000100
     985    68    44  01000100
     986    68    44  01000100
     987    69    45  01000101
     988    68    44  01000100
     989    68    44  01000100
     990    68    44  01000100
     991    69    45  01000101
     992    68    44  01000100
     993    68    44  01000100
     994    68    44  01000100
     995    69    45  01000101
     996    68    44  01000100
     997    68    44  01000100
     998    68    44  01000100
     999    69    45  01000101
    1000    68    44  01000100
    1001    68    44  01000100
    1002    68    44  01000100
    1003    69    45  01000101
    1004    68    44  01000100
    1005    68    44  01000100
    1006    68    44  01000100
    1007    69    45  01000101
    1008    68    44  01000100
    1009    68    44  01000100
    1010    68    44  01000100
    1011    69    45  01000101
    1012    68    44  01000100
    1013    68    44  01000100
    1014    68    44  01000100
    1015    69    45  01000101
    1016    68    44  01000100
    1017    68    44  01000100
    1018    68    44  01000100
    1019    69    45  01000101
    1020    68    44  01000100
    1021    68    44  01000100
    1022    68    44  01000100
    1023    69    45  01000101
    1024    68    44  01000100
    1025    68    44  01000100
    1026    68    44  01000100
    1027    69    45  01000101
    1028    68    44  01000100
    1029    68    44  01000100
    1030    68    44  01000100
    1031    69    45  01000101
    1032    68    44  01000100
    1033    68    44  01000100
    1034    68    44  01000100
    1035    69    45  01000101
    1036    68    44  01000100
    1037    68    44  01000100
    1038    68    44  01000100
    1039    68    44  01000100
    1040    68    44  01000100
    1041    68    44  01000100
    1042    68    44  01000100
    1043    69    45  01000101
    1044    68    44  01000100
    1045    68    44  01000100
    1046    68    44  01000100
    1047    69    45  01000101
    1048    68    44  01000100
    1049    68    44  01000100
    1050    68    44  01000100
    1051    69    45  01000101
    1052    68    44  01000100
    1053    68    44  01000100
    1054    68    44  01000100
    1055    69    45  01000101
    1056    68    44  01000100
    1057    68    44  01000100
    1058    68    44  01000100
    1059    69    45  01000101
    1060    68    44  01000100
    1061    68    44  01000100
    1062    68    44  01000100
    1063    68    44  01000100
    1064    68    44  01000100
    1065    68    44  01000100
    1066    68    44  01000100
    1067    69    45  01000101
    1068    68    44  01000100
    1069    68    44  01000100
    1070    68    44  01000100
    1071    68    44  01000100
    1072    68    44  01000100
    1073    68    44  01000100
    1074    68    44  01000100
    1075    69    45  01000101
    1076    68    44  01000100
    1077    68    44  01000100
    1078    68    44  01000100
    1079    69    45  01000101
    1080    68    44  01000100
    1081    68    44  01000100
    1082    68    44  01000100
    1083    69    45  01000101
    1084    68    44  01000100
    1085    68    44  01000100
    1086    68    44  01000100
    1087    68    44  01000100
    1088    68    44  01000100
    1089    68    44  01000100
    1090    68    44  01000100
    1091    69    45  01000101
    1092    68    44  01000100
    1093    68    44  01000100
    1094    68    44  01000100
    1095    69    45  01000101
    1096    68    44  01000100
    1097    68    44  01000100
    1098    68    44  01000100
    1099    69    45  01000101
    1100    68    44  01000100
    1101    68    44  01000100
    1102    68    44  01000100
    1103    68    44  01000100
    1104    68    44  01000100
    1105    68    44  01000100
    1106    68    44  01000100
    1107    69    45  01000101
    1108    68    44  01000100
    1109    68    44  01000100
    1110    68    44  01000100
    1111    68    44  01000100
    1112    68    44  01000100
    1113    68    44  01000100
    1114    68    44  01000100
    1115    69    45  01000101
    1116    68    44  01000100
    1117    68    44  01000100
    1118    68    44  01000100
    1119    69    45  01000101
    1120    68    44  01000100
    1121    68    44  01000100
    1122    68    44  01000100
    1123    69    45  01000101
    1124    68    44  01000100
    1125    68    44  01000100
    1126    68    44  01000100
    1127    68    44  01000100
    1128    68    44  01000100
    1129    68    44  01000100
    1130    68    44  01000100
    1131    69    45  01000101
    1132    68    44  01000100
    1133    68    44  01000100
    1134    68    44  01000100
    1135    68    44  01000100
    1136    68    44  01000100
    1137    68    44  01000100
    1138    68    44  01000100
    1139    69    45  01000101
    1140    68    44  01000100
    1141    68    44  01000100
    1142    68    44  01000100
    1143    69    45  01000101
    1144    68    44  01000100
    1145    68    44  01000100
    1146    68    44  01000100
    1147    69    45  01000101
    1148    68    44  01000100
    1149    68    44  01000100
    1150    68    44  01000100
    1151    68    44  01000100
    1152    68    44  01000100
    1153    68    44  01000100
    1154    68    44  01000100
    1155    69    45  01000101
    1156    68    44  01000100
    1157    68    44  01000100
    1158    68    44  01000100
    1159    69    45  01000101
    1160    68    44  01000100
    1161    68    44  01000100
    1162    68    44  01000100
    1163    69    45  01000101
    1164    68    44  01000100
    1165    68    44  01000100
    1166    68    44  01000100
    1167    69    45  01000101
    1168    68    44  01000100
    1169    68    44  01000100
    1170    68    44  01000100
    1171    69    45  01000101
    1172    68    44  01000100
    1173    68    44  01000100
    1174    68    44  01000100
    1175    69    45  01000101
    1176    68    44  01000100
    1177    68    44  01000100
    1178    68    44  01000100
    1179    69    45  01000101
    1180    68    44  01000100
    1181    68    44  01000100
    1182    68    44  01000100
    1183    69    45  01000101
    1184    68    44  01000100
    1185    68    44  01000100
    1186    68    44  01000100
    1187    69    45  01000101
    1188    68    44  01000100
    1189    68    44  01000100
    1190    68    44  01000100
    1191    69    45  01000101
    1192    68    44  01000100
    1193    68    44  01000100
    1194    68    44  01000100
    1195    69    45  01000101
    1196    68    44  01000100
    1197    68    44  01000100
    1198    68    44  01000100
    1199    69    45  01000101
    1200    68    44  01000100
    1201    68    44  01000100
    1202    68    44  01000100
    1203    69    45  01000101
    1204    68    44  01000100
    1205    68    44  01000100
    1206    68    44  01000100
    1207    68    44  01000100
    1208    68    44  01000100
